image_path,category,width,height,aspect_ratio,channels,avg_intensity
dataset/train\Batik Sekar Jagad\57.jpg,Batik Sekar Jagad,224,224,1.0,3,122.27
dataset/train\Batik Sekar Jagad\58.jpg,Batik Sekar Jagad,224,224,1.0,3,127.32
dataset/train\Batik Sekar Jagad\59.jpg,Batik Sekar Jagad,224,224,1.0,3,127.35
dataset/train\Batik Sekar Jagad\6.jpg,Batik Sekar Jagad,224,224,1.0,3,119.68
dataset/train\Batik Sekar Jagad\60.jpg,Batik Sekar Jagad,224,224,1.0,3,131.08
dataset/train\Batik Sekar Jagad\61.jpg,Batik Sekar Jagad,224,224,1.0,3,99.65
dataset/train\Batik Sekar Jagad\62.jpg,Batik Sekar Jagad,224,224,1.0,3,152.0
dataset/train\Batik Sekar Jagad\63.jpg,Batik Sekar Jagad,224,224,1.0,3,204.39
dataset/train\Batik Sekar Jagad\64.jpg,Batik Sekar Jagad,224,224,1.0,3,191.0
dataset/train\Batik Sekar Jagad\65.jpg,Batik Sekar Jagad,224,224,1.0,3,113.94
dataset/train\Batik Sekar Jagad\66.jpg,Batik Sekar Jagad,224,224,1.0,3,107.63
dataset/train\Batik Sekar Jagad\67.jpg,Batik Sekar Jagad,224,224,1.0,3,141.11
dataset/train\Batik Sekar Jagad\68.jpg,Batik Sekar Jagad,224,224,1.0,3,109.12
dataset/train\Batik Sekar Jagad\69.jpg,Batik Sekar Jagad,224,224,1.0,3,110.92
dataset/train\Batik Sekar Jagad\7.jpg,Batik Sekar Jagad,224,224,1.0,3,74.93
dataset/train\Batik Sekar Jagad\8.jpg,Batik Sekar Jagad,224,224,1.0,3,118.78
dataset/train\Batik Sekar Jagad\9.jpg,Batik Sekar Jagad,224,224,1.0,3,68.32
dataset/train\Batik Tambal\0.jpg,Batik Tambal,224,224,1.0,3,166.84
dataset/train\Batik Tambal\1.jpg,Batik Tambal,224,224,1.0,3,54.45
dataset/train\Batik Tambal\10.jpg,Batik Tambal,224,224,1.0,3,149.81
dataset/train\Batik Tambal\11.jpg,Batik Tambal,224,224,1.0,3,98.0
dataset/train\Batik Tambal\12.jpg,Batik Tambal,224,224,1.0,3,90.99
dataset/train\Batik Tambal\13.jpg,Batik Tambal,224,224,1.0,3,114.34
dataset/train\Batik Tambal\14.jpg,Batik Tambal,224,224,1.0,3,94.5
dataset/train\Batik Tambal\15.jpg,Batik Tambal,224,224,1.0,3,100.14
dataset/train\Batik Tambal\16.jpg,Batik Tambal,224,224,1.0,3,118.12
dataset/train\Batik Tambal\17.jpg,Batik Tambal,224,224,1.0,3,188.95
dataset/train\Batik Tambal\18.jpg,Batik Tambal,224,224,1.0,3,94.01
dataset/train\Batik Tambal\19.jpg,Batik Tambal,224,224,1.0,3,102.71
dataset/train\Batik Tambal\2.jpg,Batik Tambal,224,224,1.0,3,82.14
dataset/train\Batik Tambal\20.jpg,Batik Tambal,224,224,1.0,3,99.7
dataset/train\Batik Tambal\21.jpg,Batik Tambal,224,224,1.0,3,193.14
dataset/train\Batik Tambal\22.jpg,Batik Tambal,224,224,1.0,3,113.1
dataset/train\Batik Tambal\23.jpg,Batik Tambal,224,224,1.0,3,148.59
dataset/train\Batik Tambal\24.jpg,Batik Tambal,224,224,1.0,3,121.03
dataset/train\Batik Tambal\25.jpg,Batik Tambal,224,224,1.0,3,118.18
dataset/train\Batik Tambal\26.jpg,Batik Tambal,224,224,1.0,3,122.43
dataset/train\Batik Tambal\27.jpg,Batik Tambal,224,224,1.0,3,154.98
dataset/train\Batik Tambal\28.jpg,Batik Tambal,224,224,1.0,3,93.0
dataset/train\Batik Tambal\29.jpg,Batik Tambal,224,224,1.0,3,89.33
dataset/train\Batik Tambal\3.jpg,Batik Tambal,224,224,1.0,3,92.0
dataset/train\Batik Tambal\30.jpg,Batik Tambal,224,224,1.0,3,102.48
dataset/train\Batik Tambal\31.jpg,Batik Tambal,224,224,1.0,3,94.5
dataset/train\Batik Tambal\32.jpg,Batik Tambal,224,224,1.0,3,125.54
dataset/train\Batik Tambal\33.jpg,Batik Tambal,224,224,1.0,3,90.44
dataset/train\Batik Tambal\34.jpg,Batik Tambal,224,224,1.0,3,122.34
dataset/train\Batik Tambal\35.jpg,Batik Tambal,224,224,1.0,3,104.96
dataset/train\Batik Tambal\36.jpg,Batik Tambal,224,224,1.0,3,96.82
dataset/train\Batik Tambal\37.jpg,Batik Tambal,224,224,1.0,3,88.56
dataset/train\Batik Tambal\38.jpg,Batik Tambal,224,224,1.0,3,138.99
dataset/train\Batik Tambal\39.jpg,Batik Tambal,224,224,1.0,3,92.0
dataset/train\Batik Tambal\4.jpg,Batik Tambal,224,224,1.0,3,102.68
dataset/train\Batik Tambal\40.jpg,Batik Tambal,224,224,1.0,3,116.04
dataset/train\Batik Tambal\41.jpg,Batik Tambal,224,224,1.0,3,96.98
dataset/train\Batik Tambal\42.jpg,Batik Tambal,224,224,1.0,3,92.93
dataset/train\Batik Tambal\43.jpg,Batik Tambal,224,224,1.0,3,95.5
dataset/train\Batik Tambal\44.jpg,Batik Tambal,224,224,1.0,3,109.52
dataset/train\Batik Tambal\45.jpg,Batik Tambal,224,224,1.0,3,75.12
dataset/train\Batik Tambal\46.jpg,Batik Tambal,224,224,1.0,3,104.88
dataset/train\Batik Tambal\47.jpg,Batik Tambal,224,224,1.0,3,184.37
dataset/train\Batik Tambal\48.jpg,Batik Tambal,224,224,1.0,3,118.12
dataset/train\Batik Tambal\49.jpg,Batik Tambal,224,224,1.0,3,105.76
dataset/train\Batik Tambal\5.jpg,Batik Tambal,224,224,1.0,3,114.27
dataset/train\Batik Tambal\50.jpg,Batik Tambal,224,224,1.0,3,120.78
dataset/train\Batik Tambal\51.jpg,Batik Tambal,224,224,1.0,3,84.24
dataset/train\Batik Tambal\52.jpg,Batik Tambal,224,224,1.0,3,107.29
dataset/train\Batik Tambal\53.jpg,Batik Tambal,224,224,1.0,3,124.77
dataset/train\Batik Tambal\54.jpg,Batik Tambal,224,224,1.0,3,127.27
dataset/train\Batik Tambal\55.jpg,Batik Tambal,224,224,1.0,3,86.94
dataset/train\Batik Tambal\56.jpg,Batik Tambal,224,224,1.0,3,160.78
dataset/train\Batik Tambal\57.jpg,Batik Tambal,224,224,1.0,3,84.64
dataset/train\Batik Tambal\58.jpg,Batik Tambal,224,224,1.0,3,125.07
dataset/train\Batik Tambal\59.jpg,Batik Tambal,224,224,1.0,3,77.41
dataset/train\Batik Tambal\6.jpg,Batik Tambal,224,224,1.0,3,120.78
dataset/train\Batik Tambal\60.jpg,Batik Tambal,224,224,1.0,3,97.51
dataset/train\Batik Tambal\61.jpg,Batik Tambal,224,224,1.0,3,139.35
dataset/train\Batik Tambal\62.jpg,Batik Tambal,224,224,1.0,3,88.03
dataset/train\Batik Tambal\63.jpg,Batik Tambal,224,224,1.0,3,171.55
dataset/train\Batik Tambal\64.jpg,Batik Tambal,224,224,1.0,3,131.56
dataset/train\Batik Tambal\65.jpg,Batik Tambal,224,224,1.0,3,147.71
dataset/train\Batik Tambal\66.jpg,Batik Tambal,224,224,1.0,3,71.13
dataset/train\Batik Tambal\67.jpg,Batik Tambal,224,224,1.0,3,81.48
dataset/train\Batik Tambal\68.jpg,Batik Tambal,224,224,1.0,3,55.33
dataset/train\Batik Tambal\69.jpg,Batik Tambal,224,224,1.0,3,97.02
dataset/train\Batik Tambal\7.jpg,Batik Tambal,224,224,1.0,3,76.74
dataset/train\Batik Tambal\8.jpg,Batik Tambal,224,224,1.0,3,83.63
dataset/train\Batik Tambal\9.jpg,Batik Tambal,224,224,1.0,3,97.51
